name,score
2009_002433,3.551542
2009_002434,3.224750
2009_002436,3.714987
2009_002438,3.290000
2009_002439,3.285658
2009_002441,3.416634
2009_002443,3.750000
2009_002444,4.018585
2009_002445,2.920406
2009_002448,3.071847
2009_002449,3.130000
2009_002452,4.530000
2009_002453,5.680112
2009_002456,3.380000
2009_002457,3.320000
2009_002460,3.270000
2009_002464,5.614964
2009_002465,3.286707
2009_002470,2.940000
2009_002471,3.414786
2009_002472,2.858920
2009_002474,3.190000
2009_002475,2.820000
2009_002476,2.920000
2009_002477,3.337418
2009_002487,3.390000
2009_002488,3.330079
2009_002499,2.870000
2009_002500,3.344984
2009_002504,3.031252
2009_002505,3.490206
2009_002506,3.357828
2009_002510,3.432774
2009_002512,3.241913
2009_002514,3.090000
2009_002515,3.060000
2009_002517,3.470764
2009_002518,3.228515
2009_002519,4.150000
2009_002521,3.307192
2009_002522,3.460000
2009_002523,3.330000
2009_002524,3.761733
2009_002525,3.250000
2009_002527,3.270000
2009_002530,2.951457
2009_002531,2.778097
2009_002532,3.440000
2009_002535,3.010000
2009_002536,3.040000
2009_002537,6.993428
2009_002539,3.120000
2009_002542,3.840000
2009_002543,3.150000
2009_002546,3.463601
2009_002549,3.260000
2009_002552,3.290000
2009_002553,3.039175
2009_002556,5.394074
2009_002557,3.239406
2009_002558,3.180000
2009_002559,3.030000
2009_002561,2.752952
2009_002562,3.893297
2009_002563,3.179742
2009_002565,3.099661
2009_002566,3.520000
2009_002567,3.035187
2009_002568,3.383221
2009_002569,3.075581
2009_002570,3.568655
2009_002571,3.930580
2009_002573,3.690000
2009_002577,3.495248
2009_002579,3.200340
2009_002580,3.037206
2009_002584,3.460000
2009_002585,3.183931
2009_002586,3.186232
2009_002588,3.704646
2009_002591,2.994613
2009_002592,3.130000
2009_002594,3.410000
2009_002595,3.689499
2009_002597,3.140000
2009_002599,3.230000
2009_002604,2.955305
2009_002605,3.140000
2009_002607,3.030000
2009_002608,3.155466
2009_002609,2.973505
2009_002611,3.180000
2009_002612,3.290000
2009_002613,3.110000
2009_002614,2.720000
2009_002615,3.260000
2009_002616,3.665863
2009_002618,3.019121
2009_002620,3.220000
2009_002621,3.316257
2009_002624,3.590000
2009_002625,3.305436
2009_002626,3.527492
2009_002628,6.658262
2009_002629,3.130000
2009_002632,3.020000
2009_002634,4.010588
2009_002635,3.225854
2009_002638,3.260000
2009_002645,2.790000
2009_002648,2.947978
2009_002649,3.498664
2009_002651,3.010000
2009_002652,3.149850
2009_002659,3.046814
2009_002662,2.890000
2009_002663,3.420000
2009_002665,3.219986
2009_002667,3.182660
2009_002668,3.190000
2009_002669,3.808043
2009_002670,3.450768
2009_002671,3.410000
2009_002672,3.154580
2009_002673,3.739608
2009_002674,2.890000
2009_002675,3.231066
2009_002676,3.290000
2009_002680,3.110000
2009_002681,3.265339
2009_002683,3.250000
2009_002684,2.918491
2009_002685,3.080000
2009_002687,3.110000
2009_002688,3.662064
2009_002689,3.450000
2009_002695,3.263308
2009_002697,2.980000
2009_002698,3.310000
2009_002703,3.298103
2009_002704,2.957164
2009_002705,3.370000
2009_002708,2.872599
2009_002710,3.460000
2009_002711,3.233238
2009_002712,3.253144
2009_002713,3.198137
2009_002714,2.941095
2009_002715,3.881115
2009_002717,3.108089
2009_002719,3.170000
2009_002725,3.050000
2009_002727,3.360000
2009_002728,3.570000
2009_002732,3.247902
2009_002733,3.340000
2009_002734,3.090000
2009_002739,2.816049
2009_002741,2.885375
2009_002743,3.362536
2009_002744,3.694182
2009_002746,3.411543
2009_002749,2.940000
2009_002750,3.180000
2009_002752,3.160000
2009_002753,3.098415
2009_002754,2.810000
2009_002755,3.217408
2009_002758,3.340000
2009_002759,3.341526
2009_002762,3.270000
2009_002763,2.950000
2009_002764,3.070000
2009_002765,2.999649
2009_002770,3.068158
2009_002771,3.130000
2009_002772,3.280000
2009_002774,3.170000
2009_002777,3.591519
2009_002778,3.390000
2009_002779,3.881727
2009_002780,3.240935
2009_002784,3.707017
2009_002785,3.415549
2009_002789,3.235056
2009_002790,3.260073
2009_002791,2.940000
2009_002792,3.407174
2009_002798,3.260000
2009_002799,3.130000
2009_002800,3.240000
2009_002803,2.790846
2009_002806,3.210000
2009_002807,3.160000
2009_002808,3.309961
2009_002809,3.270000
2009_002813,3.223892
2009_002814,3.120000
2009_002816,3.362899
2009_002817,2.880000
2009_002820,3.127265
2009_002824,3.460000
2009_002827,3.288687
2009_002830,3.126645
2009_002831,2.730000
2009_002833,3.240000
2009_002835,3.385805
2009_002836,3.130000
2009_002837,3.084572
2009_002838,3.140000
2009_002841,6.685007
2009_002842,3.436555
2009_002843,3.566538
2009_002844,3.376246
2009_002845,3.440000
2009_002847,3.064254
2009_002849,3.380000
2009_002850,4.421699
2009_002851,3.580000
2009_002853,3.335863
2009_002855,3.037064
2009_002856,3.284492
2009_002862,3.109529
2009_002865,2.899453
2009_002867,3.421408
2009_002869,3.178824
2009_002872,3.560000
2009_002876,3.440000
2009_002877,3.430000
2009_002879,4.035401
2009_002882,3.570000
2009_002883,3.120000
2009_002885,3.388123
2009_002887,3.712704
2009_002888,2.920000
2009_002890,2.792338
2009_002893,3.250142
2009_002894,3.197173
2009_002897,3.373596
2009_002898,3.520000
2009_002901,3.127251
2009_002902,3.080000
2009_002908,2.910000
2009_002910,3.330167
2009_002912,3.179680
2009_002914,2.880000
2009_002917,2.839223
2009_002918,2.870075
2009_002920,3.320000
2009_002921,3.120000
2009_002925,3.549985
2009_002928,3.680000
2009_002932,4.330000
2009_002933,4.010857
2009_002935,3.490023
2009_002936,3.060000
2009_002937,3.087733
2009_002938,3.856909
2009_002940,3.080333
2009_002941,2.750000
2009_002946,3.110468
2009_002947,3.020000
2009_002952,3.670000
2009_002954,3.090000
2009_002955,3.320000
2009_002957,2.893952
2009_002958,3.350000
2009_002960,3.420000
2009_002961,3.260000
2009_002962,2.861493
2009_002967,3.240000
2009_002970,5.501371
2009_002971,3.261298
2009_002972,3.009862
2009_002975,2.997951
2009_002976,3.510000
2009_002977,3.314944
2009_002978,3.480000
2009_002980,3.177699
2009_002982,3.413361
2009_002983,3.390796
2009_002984,3.572069
2009_002985,3.216640
2009_002986,3.290000
2009_002988,2.969073
2009_002990,3.019410
2009_002993,3.240000
2009_002995,3.770000
2009_002998,3.340000
2009_002999,3.118602
2009_003000,3.210681
2009_003002,2.992925
2009_003003,3.490000
2009_003005,2.804506
2009_003006,3.420000
2009_003007,3.320000
2009_003010,3.140000
2009_003012,3.049264
2009_003013,2.990000
2009_003018,3.090000
2009_003019,3.330000
2009_003020,3.476907
2009_003022,3.110000
2009_003023,2.940000
2009_003031,3.040000
2009_003032,3.050000
2009_003033,2.940324
2009_003034,3.100464
2009_003035,3.085937
2009_003039,2.860000
2009_003042,3.102332
2009_003043,3.310000
2009_003044,3.220000
2009_003052,3.130000
2009_003053,3.145912
2009_003054,3.808909
2009_003056,2.920000
2009_003058,3.106529
2009_003059,3.039899
2009_003063,3.167971
2009_003064,3.160000
2009_003065,3.105830
2009_003066,2.850000
2009_003067,3.190000
2009_003068,2.917348
2009_003070,2.736930
2009_003071,3.110000
2009_003074,3.058139
2009_003075,3.060000
2009_003076,3.223567
2009_003077,3.210000
2009_003078,3.270000
2009_003080,3.241097
2009_003082,3.092071
2009_003083,3.318695
2009_003084,2.999445
2009_003087,2.917443
2009_003088,3.049095
2009_003089,3.280000
2009_003090,3.040000
2009_003091,3.615743
2009_003093,3.120000
2009_003095,2.923298
2009_003097,3.120000
2009_003098,3.430000
2009_003105,2.760000
2009_003107,3.057020
2009_003108,3.189591
2009_003109,2.830000
2009_003110,2.980000
2009_003114,3.210000
2009_003115,3.810056
2009_003116,2.839631
2009_003118,2.745197
2009_003122,3.352602
2009_003123,3.570000
2009_003125,3.014256
2009_003126,3.285294
2009_003127,3.260000
2009_003128,3.070000
2009_003129,3.370000
2009_003130,3.047843
2009_003132,3.270000
2009_003136,3.160000
2009_003138,4.055486
2009_003140,3.170000
2009_003142,3.194079
2009_003143,2.630000
2009_003144,3.420000
2009_003146,3.073979
2009_003147,3.240000
2009_003150,3.746304
2009_003151,2.884388
2009_003153,3.070000
2009_003154,3.225293
2009_003155,3.220000
2009_003156,3.139718
2009_003157,3.799803
2009_003164,3.357107
2009_003165,2.820000
2009_003166,2.610000
2009_003168,2.963675
2009_003172,3.260000
2009_003173,3.587989
2009_003175,5.682550
2009_003181,3.453355
2009_003183,3.242424
2009_003185,3.020000
2009_003187,3.190000
2009_003189,3.130000
2009_003191,3.343553
2009_003193,3.216800
2009_003194,3.228717
2009_003196,3.260000
2009_003198,3.390000
2009_003199,2.939886
2009_003200,3.758347
2009_003201,2.730000
2009_003204,2.876958
2009_003208,4.174154
2009_003209,3.002418
2009_003212,3.212654
2009_003214,3.590000
2009_003217,2.997904
2009_003218,3.156574
2009_003219,2.750000
2009_003222,2.803346
2009_003224,3.004167
2009_003225,3.142823
2009_003229,3.388878
2009_003230,3.190000
2009_003232,2.935086
2009_003233,3.140000
2009_003234,3.130000
2009_003238,3.862383
2009_003241,2.741752
2009_003247,3.310000
2009_003249,3.727006
2009_003251,6.106276
2009_003253,3.170000
2009_003254,3.313290
2009_003255,3.520000
2009_003257,3.035784
2009_003259,3.121257
2009_003261,3.241506
2009_003262,3.240000
2009_003265,3.267263
2009_003266,3.229010
2009_003267,3.360000
2009_003269,3.070000
2009_003271,3.553761
2009_003272,3.180000
2009_003273,3.280000
2009_003276,3.310000
2009_003277,2.967842
2009_003278,3.088821
2009_003282,3.390000
2009_003284,3.260000
2009_003285,3.172011
2009_003288,3.275368
2009_003290,2.780000
2009_003294,3.090190
2009_003297,3.350000
2009_003299,3.090000
2009_003300,2.757155
2009_003301,3.262057
2009_003304,3.080000
2009_003305,3.316380
2009_003309,3.260512
2009_003310,3.270000
2009_003311,3.310000
2009_003312,3.235545
2009_003315,3.350000
2009_003316,4.811377
2009_003317,3.270000
2009_003320,3.150000
2009_003323,3.387673
2009_003326,3.214195
2009_003327,3.520000
2009_003333,3.380000
2009_003338,3.370000
2009_003340,3.191197
2009_003343,3.250000
2009_003345,3.070000
2009_003346,3.430000
2009_003347,3.640229
2009_003348,3.530000
2009_003349,3.420000
2009_003350,3.357995
2009_003351,5.874659
2009_003352,3.051286
2009_003353,3.320000
2009_003360,3.050000
2009_003361,3.529553
2009_003363,3.212730
2009_003365,3.228993
2009_003367,3.483996
2009_003369,3.250000
2009_003372,2.960679
2009_003373,3.535264
2009_003375,3.010000
2009_003376,2.980000
2009_003377,3.166409
2009_003378,3.081899
2009_003379,3.085735
2009_003380,2.850000
2009_003381,2.980846
2009_003383,3.270000
2009_003384,3.671270
2009_003385,3.470000
2009_003386,3.310000
2009_003387,3.188621
2009_003394,2.760000
2009_003395,3.014651
2009_003396,2.970000
2009_003399,2.815214
2009_003400,3.353620
2009_003402,2.870016
2009_003406,3.063100
2009_003407,3.340000
2009_003409,2.988513
2009_003411,3.140000
2009_003415,3.156078
2009_003416,3.183392
2009_003417,3.217780
2009_003419,2.964379
2009_003422,3.360000
2009_003425,2.995774
2009_003430,2.955629
2009_003431,3.260000
2009_003433,3.240000
2009_003436,2.941560
2009_003440,4.098816
2009_003441,3.190000
2009_003443,3.940169
2009_003445,3.335389
2009_003446,3.123082
2009_003447,3.230000
2009_003450,3.020000
2009_003453,3.150000
2009_003454,3.250000
2009_003455,4.663382
2009_003456,3.250000
2009_003457,3.120000
2009_003458,3.260000
2009_003459,4.808201
2009_003460,3.590000
2009_003461,3.446390
2009_003462,3.561941
2009_003466,3.490000
2009_003467,3.175881
2009_003468,3.205709
2009_003469,3.200000
2009_003476,3.270000
2009_003481,3.227077
2009_003482,3.257928
2009_003487,3.080000
2009_003488,3.180000
2009_003489,2.641950
2009_003490,3.290000
2009_003491,3.392749
2009_003492,3.169888
2009_003494,3.160000
2009_003497,3.080000
2009_003498,2.766441
2009_003499,3.090000
2009_003500,2.950000
2009_003504,3.530000
2009_003507,3.520000
2009_003508,3.059538
2009_003509,3.260000
2009_003510,2.870000
2009_003511,3.348156
2009_003513,2.806021
2009_003517,2.980000
2009_003519,3.220886
2009_003520,3.190000
2009_003521,3.188955
2009_003522,3.339632
2009_003523,3.010000
2009_003524,3.180969
2009_003528,3.080000
2009_003530,3.060000
2009_003531,2.990000
2009_003533,2.850000
2009_003534,3.150000
2009_003537,3.186765
2009_003538,3.303069
2009_003539,3.040000
2009_003540,3.260000
2009_003541,3.033983
2009_003542,3.050000
2009_003543,3.088017
2009_003544,3.220000
2009_003545,3.410000
2009_003546,3.090000
2009_003549,3.180000
2009_003551,3.187817
2009_003554,3.340000
2009_003555,3.210000
2009_003560,3.360000
2009_003562,2.883577
2009_003563,3.021590
2009_003564,3.153476
2009_003565,3.057888
2009_003566,3.661779
2009_003569,3.702608
2009_003571,3.520000
2009_003572,3.040000
2009_003576,3.272544
2009_003577,3.530000
2009_003581,3.150000
2009_003583,3.120000
2009_003588,2.994225
2009_003589,3.132070
2009_003592,3.460991
2009_003594,3.290000
2009_003598,3.084244
2009_003600,3.320000
2009_003601,2.666824
2009_003605,3.080000
2009_003606,3.002847
2009_003607,3.178893
2009_003608,2.730000
2009_003609,2.951135
2009_003612,3.130000
2009_003613,3.170000
2009_003614,3.210000
2009_003618,3.350000
2009_003624,3.090268
2009_003626,2.930000
2009_003627,3.040000
2009_003629,2.870000
2009_003633,3.350000
2009_003634,3.110000
2009_003635,2.760000
2009_003636,3.560000
2009_003637,3.060000
2009_003638,3.205809
2009_003639,3.488338
2009_003640,3.029903
2009_003642,4.889575
2009_003644,2.830000
2009_003646,4.411348
2009_003647,2.940477
2009_003650,3.693887
2009_003652,4.417206
2009_003654,3.396131
2009_003655,2.777811
2009_003656,3.860447
2009_003657,3.394235
2009_003660,3.110000
2009_003663,3.220000
2009_003664,3.010000
2009_003666,3.270000
2009_003667,2.828634
2009_003668,3.204285
2009_003669,3.450000
2009_003671,3.313039
2009_003677,3.250000
2009_003679,2.849404
2009_003683,3.187924
2009_003685,2.788333
2009_003686,2.871276
2009_003688,3.820000
2009_003689,3.440446
2009_003690,3.310000
2009_003694,2.965752
2009_003695,3.270000
2009_003696,2.857166
2009_003697,3.180000
2009_003698,2.770000
2009_003702,2.970000
2009_003703,3.130000
2009_003704,2.930000
2009_003705,3.246294
2009_003707,3.240000
2009_003708,3.060000
2009_003709,3.345713
2009_003710,3.355225
2009_003711,3.150000
2009_003713,2.918382
2009_003714,2.820000
2009_003717,3.221729
2009_003718,3.070000
2009_003720,3.798305
2009_003722,3.380000
2009_003725,3.591349
2009_003726,3.286616
2009_003732,3.450697
2009_003734,3.250000
2009_003735,3.110000
2009_003736,3.120000
2009_003738,3.340000
2009_003739,3.370000
2009_003743,3.237405
2009_003747,3.287103
2009_003751,3.255229
2009_003752,4.128419
2009_003753,3.120916
2009_003756,3.390000
2009_003757,3.374320
2009_003758,3.968633
2009_003759,3.354308
2009_003760,3.022264
2009_003765,3.250000
2009_003768,3.072075
2009_003771,2.928366
2009_003773,2.980000
2009_003775,2.890000
2009_003776,6.864612
2009_003781,3.570000
2009_003783,2.947126
2009_003784,3.133698
2009_003785,3.190000
2009_003786,3.320000
2009_003790,3.328317
2009_003793,3.206274
2009_003795,3.680000
2009_003799,3.470000
2009_003800,3.070000
2009_003801,3.820000
2009_003802,3.540000
2009_003804,3.013117
2009_003805,3.020000
2009_003806,2.960000
2009_003808,3.902261
2009_003810,3.564439
2009_003813,2.810000
2009_003814,3.181444
2009_003815,2.896754
2009_003816,3.130000
2009_003818,2.998651
2009_003819,4.470477
2009_003820,2.910000
2009_003821,3.476475
2009_003822,3.171158
2009_003825,3.030000
2009_003827,3.022624
2009_003829,3.170000
2009_003832,3.157870
2009_003835,3.595324
2009_003836,3.265211
2009_003837,3.080966
2009_003838,3.310000
2009_003840,3.240000
2009_003843,3.250000
2009_003846,3.350000
2009_003847,3.430000
2009_003848,2.740000
2009_003849,3.210000
2009_003852,3.050000
2009_003855,3.180000
2009_003857,3.110000
2009_003858,3.070524
2009_003860,3.181233
2009_003863,3.130000
2009_003865,2.990000
2009_003867,3.893808
2009_003870,2.780000
2009_003873,2.930000
2009_003874,5.371799
2009_003879,3.295967
2009_003883,3.377815
2009_003884,4.362222
2009_003888,3.240000
2009_003892,3.753038
2009_003895,7.090000
2009_003896,4.049160
2009_003897,2.965792
2009_003899,3.867171
2009_003900,3.036961
2009_003901,3.100574
2009_003902,4.204354
2009_003903,3.170000
2009_003904,3.100000
2009_003905,4.594491
2009_003908,3.280000
2009_003911,3.230000
2009_003912,3.074166
2009_003913,2.865300
2009_003914,3.261307
2009_003916,3.450000
2009_003920,3.290000
2009_003921,3.360000
2009_003922,3.290000
2009_003928,3.230000
2009_003929,3.090000
2009_003933,2.982875
2009_003936,3.220000
2009_003938,3.480000
2009_003942,3.653573
2009_003944,3.340000
2009_003947,3.133003
2009_003950,3.537517
2009_003951,3.214447
2009_003955,3.090000
2009_003956,3.119910
2009_003958,2.730000
2009_003961,3.270000
2009_003962,3.190000
2009_003965,3.220000
2009_003966,5.163090
2009_003969,4.354889
2009_003971,3.109747
2009_003973,3.680000
2009_003974,2.570000
2009_003975,3.030000
2009_003976,3.220000
2009_003977,3.310000
2009_003982,2.839155
2009_003985,3.237921
2009_003986,3.210000
2009_003991,3.204008
2009_003992,3.390000
2009_003993,2.894423
2009_003994,2.740000
2009_003995,3.646863
2009_004001,3.332905
2009_004002,3.170000
2009_004004,3.050000
2009_004005,2.869452
2009_004007,3.337647
2009_004012,3.480000
2009_004016,3.130000
2009_004018,3.584039
2009_004019,3.275853
2009_004020,3.502861
2009_004021,3.035782
2009_004022,3.250000
2009_004023,3.004156
2009_004025,3.380000
2009_004031,3.027790
2009_004032,3.490000
2009_004033,3.136067
2009_004034,3.212961
2009_004037,3.480000
2009_004038,3.190000
2009_004040,3.190856
2009_004042,3.481511
2009_004043,3.025406
2009_004044,2.782568
2009_004050,3.511180
2009_004051,3.350000
2009_004052,3.420000
2009_004055,3.349258
2009_004058,3.150000
2009_004062,3.222649
2009_004069,3.360000
2009_004070,3.320000
2009_004072,3.380000
2009_004073,3.243932
2009_004074,3.330000
2009_004075,3.180000
2009_004076,3.027358
2009_004078,4.295488
2009_004082,3.550000
2009_004083,3.051365
2009_004084,2.821036
2009_004085,3.180000
2009_004088,3.766555
2009_004091,3.280000
2009_004092,3.340000
2009_004093,3.151799
2009_004094,4.333080
2009_004095,3.310000
2009_004096,3.135229
2009_004099,3.326863
2009_004100,3.050000
2009_004102,3.250000
2009_004103,2.887443
2009_004105,3.028373
2009_004108,3.055607
2009_004109,3.170000
2009_004111,2.920000
2009_004112,3.008501
2009_004113,3.431673
2009_004117,3.030909
2009_004118,3.044190
2009_004121,3.282220
2009_004122,3.010000
2009_004124,3.260000
2009_004125,3.590000
2009_004126,3.193416
2009_004128,3.310000
2009_004129,3.084248
2009_004131,3.411309
2009_004133,3.284773
2009_004134,3.180000
2009_004138,4.147223
2009_004139,3.238154
2009_004140,3.594606
2009_004141,3.188583
2009_004142,3.032737
2009_004148,3.317184
2009_004150,3.270000
2009_004152,3.290000
2009_004153,3.048505
2009_004154,4.190000
2009_004157,2.710000
2009_004159,3.432751
2009_004161,3.150000
2009_004162,3.358459
2009_004163,3.345784
2009_004164,3.111904
2009_004165,3.400083
2009_004166,3.420000
2009_004168,7.648132
2009_004169,3.320000
2009_004170,3.292018
2009_004171,3.360628
2009_004173,3.370000
2009_004174,3.160000
2009_004175,3.210000
2009_004176,3.364117
2009_004177,3.460000
2009_004178,3.131129
2009_004179,3.660000
2009_004180,3.390000
2009_004181,3.380000
2009_004183,3.060378
2009_004186,2.984500
2009_004187,3.276825
2009_004188,3.510000
2009_004191,3.260000
2009_004193,3.310000
2009_004197,3.900284
2009_004199,4.203520
2009_004200,2.893967
2009_004201,3.080000
2009_004202,3.250762
2009_004203,2.937802
2009_004205,3.210000
2009_004207,3.210000
2009_004210,3.143605
2009_004211,3.171035
2009_004212,3.140000
2009_004213,5.306925
2009_004217,3.440000
2009_004218,3.039815
2009_004221,3.594859
2009_004222,3.055742
2009_004224,3.230000
2009_004225,3.207840
2009_004227,3.360000
2009_004228,6.153313
2009_004229,4.020425
2009_004231,3.132281
2009_004232,2.932801
2009_004233,3.450000
2009_004234,3.180000
2009_004241,3.525971
2009_004242,3.410000
2009_004243,3.196586
2009_004244,3.540000
2009_004247,2.960000
2009_004248,2.950013
2009_004249,3.190000
2009_004255,3.158494
2009_004258,3.717457
2009_004261,2.803327
2009_004262,3.128792
2009_004263,3.300000
2009_004264,3.425087
2009_004271,3.110000
2009_004272,3.060000
2009_004273,3.120000
2009_004274,2.896673
2009_004276,3.295485
2009_004277,3.180000
2009_004278,3.140000
2009_004279,3.070000
2009_004283,6.443530
2009_004284,3.145650
2009_004285,2.760000
2009_004289,3.190000
2009_004290,3.410000
2009_004291,3.210000
2009_004295,3.380469
2009_004298,3.162451
2009_004300,3.570000
2009_004301,3.623877
2009_004303,3.320000
2009_004307,3.430000
2009_004308,2.853723
2009_004309,3.750000
2009_004312,3.630000
2009_004315,2.770000
2009_004316,3.159085
2009_004317,2.660000
2009_004319,2.782421
2009_004322,3.150000
2009_004323,3.650000
2009_004324,2.943359
2009_004327,2.905363
2009_004328,3.475933
2009_004329,3.380000
2009_004332,3.298484
2009_004334,2.935353
2009_004336,3.193952
2009_004338,3.260000
2009_004340,3.630000
2009_004341,3.030000
2009_004346,3.004281
2009_004347,3.262251
2009_004350,4.478423
2009_004351,3.190000
2009_004357,3.480000
2009_004358,2.972647
2009_004359,3.353121
2009_004361,3.180000
2009_004364,3.370000
2009_004366,3.150000
2009_004368,3.019093
2009_004369,3.380000
2009_004370,3.188563
2009_004371,3.230000
2009_004374,3.480000
2009_004375,3.071414
2009_004377,3.380000
2009_004382,2.790000
2009_004383,3.190000
2009_004390,3.220000
2009_004392,2.831967
2009_004394,3.460000
2009_004397,3.260044
2009_004399,3.382743
2009_004402,3.380000
2009_004403,3.290000
2009_004404,3.250000
2009_004406,3.240000
2009_004409,2.995931
2009_004410,3.071249
2009_004411,3.200000
2009_004414,3.380000
2009_004417,3.651510
2009_004419,3.210000
2009_004424,2.850000
2009_004425,3.350000
2009_004426,3.850000
2009_004429,3.338151
2009_004432,3.173954
2009_004434,3.039524
2009_004435,2.855053
2009_004436,3.467870
2009_004438,4.925364
2009_004440,3.590000
2009_004442,3.150000
2009_004444,3.180000
2009_004445,3.250000
2009_004446,3.450000
2009_004448,3.138047
2009_004449,3.280000
2009_004451,3.260000
2009_004452,3.410000
2009_004453,3.270000
2009_004454,3.080000
2009_004455,3.347522
2009_004456,3.184726
2009_004457,3.167803
2009_004464,3.176893
2009_004465,3.038364
2009_004468,3.058110
2009_004471,3.020000
2009_004475,3.050000
2009_004477,2.663514
2009_004478,3.020590
2009_004479,3.044635
2009_004483,3.117921
2009_004486,2.988350
2009_004492,3.540000
2009_004494,3.333287
2009_004496,3.370000
2009_004497,3.020184
2009_004499,3.160000
2009_004501,3.260000
2009_004502,2.983140
2009_004503,3.215693
2009_004504,3.042559
2009_004507,3.221102
2009_004508,3.184292
2009_004509,3.009043
2009_004511,3.732840
2009_004513,3.354971
2009_004514,3.420000
2009_004518,5.596506
2009_004519,3.520000
2009_004524,3.310000
2009_004525,3.280000
2009_004527,3.225494
2009_004529,3.020000
2009_004530,3.225467
2009_004532,3.738090
2009_004535,2.778884
2009_004536,2.680000
2009_004537,3.330000
2009_004539,3.050000
2009_004540,3.010000
2009_004542,3.060000
2009_004543,3.520000
2009_004545,2.850000
2009_004547,3.074761
2009_004548,3.350000
2009_004551,3.680000
2009_004552,2.915185
2009_004554,3.160000
2009_004556,3.180000
2009_004557,3.064750
2009_004559,3.480000
2009_004560,3.210000
2009_004561,3.290000
2009_004562,3.402809
2009_004565,2.810000
2009_004567,3.387661
2009_004568,3.040000
2009_004570,3.064844
2009_004571,2.950000
2009_004572,3.042305
2009_004579,2.993281
2009_004580,3.145624
2009_004581,3.210000
2009_004582,3.209919
2009_004587,3.082729
2009_004588,3.360000
2009_004590,3.301652
2009_004592,3.130019
2009_004593,3.450000
2009_004594,3.176005
2009_004598,2.950000
2009_004601,3.336741
2009_004606,2.965267
2009_004607,3.162081
2009_004614,3.578285
2009_004616,5.013437
2009_004619,3.060000
2009_004620,2.850000
2009_004623,3.080000
2009_004624,3.160000
2009_004625,2.992237
2009_004626,2.889150
2009_004628,2.949557
2009_004629,3.082020
2009_004630,3.303752
2009_004631,3.750000
2009_004634,3.000122
2009_004635,3.180000
2009_004639,2.710000
2009_004642,3.350000
2009_004643,3.386982
2009_004645,4.060421
2009_004647,3.252902
2009_004648,3.285535
2009_004651,3.469058
2009_004652,3.130000
2009_004653,3.380000
2009_004655,2.859000
2009_004656,2.999404
2009_004661,2.820000
2009_004662,2.960000
2009_004664,3.318895
2009_004667,3.274757
2009_004669,3.390000
2009_004670,3.040000
2009_004671,3.610000
2009_004674,3.389136
2009_004677,3.336464
2009_004679,3.243705
2009_004681,3.190000
2009_004683,3.030357
2009_004684,4.301320
2009_004686,3.080000
2009_004687,3.481828
2009_004688,3.638931
2009_004694,3.944976
2009_004697,3.020000
2009_004701,4.789301
2009_004705,2.780000
2009_004706,3.390000
2009_004708,3.360000
2009_004709,3.127795
2009_004710,3.260000
2009_004713,2.971066
2009_004716,2.927260
2009_004718,3.068778
2009_004719,3.005427
2009_004720,4.294192
2009_004721,3.331058
2009_004723,2.840000
2009_004728,3.037656
2009_004730,3.420000
2009_004731,3.453362
2009_004732,3.270000
2009_004734,3.680000
2009_004737,2.799314
2009_004738,2.947422
2009_004744,3.007023
2009_004745,3.039845
2009_004746,2.922866
2009_004748,3.185000
2009_004749,3.096155
2009_004754,2.650000
2009_004756,3.266949
2009_004758,3.350000
2009_004759,3.265000
2009_004760,3.490000
2009_004761,3.160000
2009_004763,3.370000
2009_004764,3.380000
2009_004765,3.639555
2009_004766,3.192203
2009_004768,2.920000
2009_004769,3.871530
2009_004771,3.290000
2009_004772,3.050000
2009_004779,3.190000
2009_004780,3.418074
2009_004781,4.121136
2009_004782,3.142746
2009_004784,3.200000
2009_004786,3.358165
2009_004787,3.108000
2009_004789,3.223841
2009_004790,3.140000
2009_004794,3.512911
2009_004796,3.030000
2009_004797,3.170000
2009_004798,3.040000
2009_004799,3.291498
2009_004801,3.090000
2009_004804,3.078835
2009_004805,3.244549
2009_004806,3.150000
2009_004812,3.220000
2009_004813,3.190000
2009_004815,2.959694
2009_004817,2.888069
2009_004820,3.063041
2009_004822,3.290000
2009_004823,3.310000
2009_004824,3.560000
2009_004828,2.967503
2009_004829,3.080000
2009_004830,3.520000
2009_004831,3.448921
2009_004834,3.250000
2009_004836,3.130000
2009_004839,3.260000
2009_004841,3.780847
2009_004845,3.310000
2009_004846,3.230000
2009_004847,3.390000
2009_004848,3.377970
2009_004849,3.368871
2009_004855,2.835017
2009_004856,2.980000
2009_004857,3.430000
2009_004858,2.929117
2009_004859,3.260000
2009_004865,3.210000
2009_004867,3.020000
2009_004868,3.174384
2009_004869,3.275000
2009_004871,3.245000
2009_004872,3.120000
2009_004874,3.159374
2009_004876,3.291253
2009_004877,2.929128
2009_004880,3.406260
2009_004882,3.460757
2009_004885,3.655429
2009_004886,3.124884
2009_004887,3.053023
2009_004888,3.021928
2009_004889,3.110000
2009_004890,3.331651
2009_004895,2.940000
2009_004897,3.087372
2009_004898,2.850000
2009_004899,3.180000
2009_004901,4.803360
2009_004902,3.090000
2009_004903,3.160000
2009_004904,5.401619
2009_004905,4.060000
2009_004907,3.440000
2009_004913,3.181534
2009_004914,2.995000
2009_004917,3.045000
2009_004919,3.219203
2009_004921,3.222591
2009_004922,3.269795
2009_004926,3.145801
